userID,assessmentItemID,testId,answerCode,Timestamp,KnowledgeTag
0,A060033005,A060000033,0,2020-05-15 01:57:14,599
0,A060033006,A060000033,0,2020-05-15 01:58:00,599
0,A060033007,A060000033,0,2020-05-15 01:58:26,599
0,A060035001,A060000035,1,2020-05-19 03:01:01,598
0,A060035002,A060000035,1,2020-05-19 03:01:21,598
0,A060035003,A060000035,1,2020-05-19 03:01:38,598
0,A060035004,A060000035,0,2020-05-19 03:02:46,598
0,A060035005,A060000035,1,2020-05-19 03:02:58,598
0,A060035006,A060000035,0,2020-05-19 03:04:15,598
0,A060035007,A060000035,0,2020-05-19 03:04:34,598
0,A060037001,A060000037,0,2020-05-20 23:42:07,600
0,A060037002,A060000037,1,2020-05-20 23:42:23,600
0,A060037003,A060000037,1,2020-05-20 23:42:59,600
0,A060037004,A060000037,1,2020-05-20 23:43:54,600
0,A060037005,A060000037,0,2020-05-20 23:44:09,600
0,A060037006,A060000037,1,2020-05-20 23:44:56,600
0,A060037007,A060000037,0,2020-05-20 23:45:11,600
0,A080022001,A080000022,1,2020-05-21 01:11:58,4678
0,A080022002,A080000022,0,2020-05-21 01:12:41,4682
0,A080022003,A080000022,1,2020-05-21 01:13:55,4682
0,A080022004,A080000022,1,2020-05-21 01:14:46,4681
0,A080022006,A080000022,1,2020-05-21 01:15:13,4680
0,A080022005,A080000022,1,2020-05-21 01:15:27,4680
0,A060039001,A060000039,1,2020-05-22 01:44:46,601
0,A060039002,A060000039,1,2020-05-22 01:45:08,601
0,A060039003,A060000039,1,2020-05-22 01:45:18,601
0,A060039004,A060000039,1,2020-05-22 01:45:36,601
0,A060039005,A060000039,0,2020-05-22 01:46:00,601
0,A060039006,A060000039,1,2020-05-22 01:46:14,601
0,A060039007,A060000039,0,2020-05-22 01:46:21,601
0,A080024001,A080000024,1,2020-05-23 01:15:05,4682
0,A080024002,A080000024,1,2020-05-23 01:15:27,4682
0,A080024003,A080000024,0,2020-05-23 01:16:18,4682
0,A080024004,A080000024,0,2020-05-23 01:16:20,4681
0,A080024005,A080000024,0,2020-05-23 01:16:21,4685
0,A080024006,A080000024,1,2020-05-23 01:16:23,4680
0,A060041001,A060000041,1,2020-05-26 02:40:57,602
0,A060041002,A060000041,1,2020-05-26 02:41:29,602
0,A060041003,A060000041,0,2020-05-26 02:42:48,602
0,A060041004,A060000041,0,2020-05-26 02:43:07,602
0,A060041005,A060000041,1,2020-05-26 02:43:11,602
0,A060041006,A060000041,0,2020-05-26 02:43:42,602
0,A060041007,A060000041,0,2020-05-26 02:43:45,602
0,A080035001,A080000035,1,2020-05-28 00:49:53,4680
0,A080035002,A080000035,0,2020-05-28 00:50:18,4683
0,A080035003,A080000035,1,2020-05-28 00:50:22,4680
0,A080035004,A080000035,1,2020-05-28 00:50:33,4684
0,A080035005,A080000035,1,2020-05-28 00:50:40,4680
0,A080035006,A080000035,0,2020-05-28 00:50:42,4678
0,A080035007,A080000035,0,2020-05-28 00:50:44,4680
0,A080035008,A080000035,0,2020-05-28 00:50:46,4685
0,A060043001,A060000043,1,2020-05-28 01:54:12,9232
0,A060043002,A060000043,1,2020-05-28 01:55:56,603
0,A060043003,A060000043,1,2020-05-28 01:56:07,9232
0,A060043004,A060000043,1,2020-05-28 01:56:22,9232
0,A060043005,A060000043,1,2020-05-28 01:56:44,9232
0,A060043006,A060000043,1,2020-05-28 01:57:05,603
0,A060043007,A060000043,0,2020-05-28 01:58:13,9232
0,A080036001,A080000036,0,2020-05-30 01:30:23,4684
0,A080036002,A080000036,1,2020-05-30 01:32:47,4685
0,A080036003,A080000036,0,2020-05-30 01:33:52,4684
0,A080036004,A080000036,1,2020-05-30 01:34:51,4685
0,A080036005,A080000036,1,2020-05-30 01:35:55,4678
0,A080036006,A080000036,0,2020-05-30 01:35:57,4685
0,A080036007,A080000036,0,2020-05-30 01:35:59,2652
0,A080036008,A080000036,0,2020-05-30 01:36:01,2652
0,A080037001,A080000037,0,2020-06-03 16:05:42,4686
0,A080037002,A080000037,1,2020-06-03 16:09:38,4686
0,A080037003,A080000037,1,2020-06-03 16:11:35,4686
0,A080037004,A080000037,0,2020-06-03 16:11:49,4686
0,A080037005,A080000037,1,2020-06-03 16:11:52,4686
0,A080037006,A080000037,0,2020-06-03 16:12:55,4686
0,A080037007,A080000037,0,2020-06-03 16:12:57,7863
0,A080037008,A080000037,1,2020-06-03 16:13:00,4686
0,A060052001,A060000052,1,2020-06-04 02:03:25,606
0,A060052002,A060000052,1,2020-06-04 02:03:32,606
0,A060052003,A060000052,1,2020-06-04 02:03:46,606
0,A060052004,A060000052,1,2020-06-04 02:03:58,605
0,A060052005,A060000052,0,2020-06-04 02:04:44,605
0,A060052006,A060000052,0,2020-06-04 02:05:04,605
0,A060052007,A060000052,0,2020-06-04 02:05:34,605
0,A060054001,A060000054,1,2020-06-05 01:19:31,609
0,A060054002,A060000054,1,2020-06-05 01:19:44,609
0,A060054003,A060000054,1,2020-06-05 01:19:53,609
0,A060054004,A060000054,1,2020-06-05 01:20:07,609
0,A060054005,A060000054,1,2020-06-05 01:20:16,609
0,A060054006,A060000054,1,2020-06-05 01:20:31,609
0,A060054007,A060000054,0,2020-06-05 01:20:41,609
0,A080038001,A080000038,0,2020-06-07 23:02:32,4687
0,A080038002,A080000038,1,2020-06-07 23:03:40,4687
0,A080038003,A080000038,0,2020-06-07 23:05:20,4687
0,A080038004,A080000038,1,2020-06-07 23:07:23,4687
0,A080038005,A080000038,0,2020-06-07 23:09:12,4687
0,A080038006,A080000038,1,2020-06-07 23:09:59,4687
0,A080038008,A080000038,0,2020-06-07 23:10:04,4687
0,A080038007,A080000038,0,2020-06-07 23:10:05,4687
0,A060056001,A060000056,1,2020-06-09 02:19:18,610
0,A060056002,A060000056,0,2020-06-09 02:19:49,610
0,A060056003,A060000056,1,2020-06-09 02:20:04,610
0,A060056004,A060000056,1,2020-06-09 02:20:23,610
0,A060056005,A060000056,1,2020-06-09 02:20:50,610
0,A060056006,A060000056,0,2020-06-09 02:21:10,610
0,A060056007,A060000056,0,2020-06-09 02:21:20,610
0,A080039001,A080000039,1,2020-06-11 02:02:03,4805
0,A080039003,A080000039,0,2020-06-11 02:02:22,4688
0,A080039002,A080000039,0,2020-06-11 02:02:22,4688
0,A080039004,A080000039,0,2020-06-11 02:02:23,4688
0,A080039006,A080000039,1,2020-06-11 02:02:27,4688
0,A080039005,A080000039,0,2020-06-11 02:02:30,4688
0,A080039007,A080000039,0,2020-06-11 02:02:32,4805
0,A080039008,A080000039,0,2020-06-11 02:02:33,4688
0,A060058001,A060000058,1,2020-06-11 02:22:43,611
0,A060058002,A060000058,0,2020-06-11 02:23:12,611
0,A060058003,A060000058,0,2020-06-11 02:23:35,611
0,A060058004,A060000058,1,2020-06-11 02:24:03,611
0,A060058005,A060000058,1,2020-06-11 02:24:28,611
0,A060058006,A060000058,0,2020-06-11 02:25:25,611
0,A060058007,A060000058,0,2020-06-11 02:26:12,10603
0,A060060001,A060000060,1,2020-06-12 01:36:49,612
0,A060060002,A060000060,1,2020-06-12 01:37:25,612
0,A060060003,A060000060,1,2020-06-12 01:37:48,612
0,A060060004,A060000060,1,2020-06-12 01:38:04,612
0,A060060005,A060000060,1,2020-06-12 01:38:20,612
0,A060060006,A060000060,1,2020-06-12 01:38:37,612
0,A060060007,A060000060,1,2020-06-12 01:38:54,612
0,A080040001,A080000040,1,2020-06-13 01:45:50,4784
0,A080040002,A080000040,0,2020-06-13 01:47:28,4682
0,A080040003,A080000040,0,2020-06-13 01:48:43,4802
0,A080040004,A080000040,0,2020-06-13 01:50:53,4784
0,A080040005,A080000040,0,2020-06-13 01:51:37,4784
0,A080040006,A080000040,0,2020-06-13 01:51:40,4795
0,A060062001,A060000062,1,2020-06-16 02:46:02,10604
0,A060062002,A060000062,1,2020-06-16 02:46:10,10604
0,A060062003,A060000062,1,2020-06-16 02:48:45,10604
0,A060062004,A060000062,1,2020-06-16 02:50:16,614
0,A060062005,A060000062,1,2020-06-16 02:51:38,10604
0,A060062006,A060000062,0,2020-06-16 02:52:18,10604
0,A060062007,A060000062,0,2020-06-16 02:52:47,10604
0,A080041001,A080000041,1,2020-06-17 03:36:58,4803
0,A080041002,A080000041,0,2020-06-17 03:37:26,4784
0,A080041003,A080000041,0,2020-06-17 03:37:30,4784
0,A080041004,A080000041,1,2020-06-17 03:38:08,4784
0,A080041005,A080000041,1,2020-06-17 03:38:46,4795
0,A080041006,A080000041,0,2020-06-17 03:38:47,4784
0,A080042001,A080000042,1,2020-06-21 02:22:19,4795
0,A080042002,A080000042,1,2020-06-21 02:22:28,4793
0,A080042003,A080000042,0,2020-06-21 02:23:00,4795
0,A080042004,A080000042,1,2020-06-21 02:28:41,4784
0,A080042005,A080000042,0,2020-06-21 02:29:43,4784
0,A080042006,A080000042,0,2020-06-21 02:29:47,4797
0,A080042007,A080000042,0,2020-06-21 02:29:49,4784
0,A080042008,A080000042,1,2020-06-21 02:29:52,4795
0,A060070001,A060000070,1,2020-06-23 02:21:27,9557
0,A060070002,A060000070,1,2020-06-23 02:21:39,9557
0,A060070003,A060000070,1,2020-06-23 02:22:10,615
0,A060070004,A060000070,1,2020-06-23 02:22:37,9557
0,A060070005,A060000070,1,2020-06-23 02:23:05,9557
0,A060070006,A060000070,1,2020-06-23 02:23:31,9557
0,A060070007,A060000070,1,2020-06-23 02:23:53,9557
0,A060072001,A060000072,1,2020-06-25 01:45:38,616
0,A060072002,A060000072,1,2020-06-25 01:46:54,616
0,A060072003,A060000072,1,2020-06-25 01:47:14,616
0,A060072004,A060000072,1,2020-06-25 01:47:24,616
0,A060072005,A060000072,0,2020-06-25 01:48:56,616
0,A060072006,A060000072,1,2020-06-25 01:49:44,616
0,A060072007,A060000072,1,2020-06-25 01:50:05,616
0,A080043001,A080000043,0,2020-06-25 02:12:01,4795
0,A080043002,A080000043,0,2020-06-25 02:12:10,4795
0,A080043003,A080000043,0,2020-06-25 02:12:13,4793
0,A080043004,A080000043,1,2020-06-25 02:13:37,4795
0,A080043005,A080000043,0,2020-06-25 02:13:50,4784
0,A080043006,A080000043,0,2020-06-25 02:13:52,4784
0,A080043007,A080000043,0,2020-06-25 02:13:55,4784
0,A080043008,A080000043,0,2020-06-25 02:13:56,2848
0,A060074001,A060000074,1,2020-06-26 02:22:48,618
0,A060074002,A060000074,1,2020-06-26 02:23:49,618
0,A060074003,A060000074,1,2020-06-26 02:24:00,618
0,A060074004,A060000074,1,2020-06-26 02:24:09,618
0,A060074005,A060000074,1,2020-06-26 02:24:25,618
0,A060074006,A060000074,1,2020-06-26 02:25:11,618
0,A060074007,A060000074,0,2020-06-26 02:25:42,618
0,A080044008,A080000044,1,2020-06-27 01:54:34,4783
0,A080044007,A080000044,0,2020-06-27 01:54:40,4801
0,A080044006,A080000044,0,2020-06-27 01:54:43,4799
0,A080044005,A080000044,0,2020-06-27 01:54:47,4799
0,A080044004,A080000044,0,2020-06-27 01:54:52,4797
0,A080044003,A080000044,0,2020-06-27 01:54:54,4799
0,A080044001,A080000044,1,2020-06-27 01:54:57,4784
0,A080044002,A080000044,0,2020-06-27 01:55:00,4784
0,A060076001,A060000076,1,2020-06-30 03:18:12,10605
0,A060076002,A060000076,1,2020-06-30 03:18:26,10605
0,A060076003,A060000076,1,2020-06-30 03:18:52,10606
0,A060076004,A060000076,1,2020-06-30 03:18:58,10606
0,A060076005,A060000076,1,2020-06-30 03:19:09,10606
0,A060076006,A060000076,0,2020-06-30 03:20:48,10605
0,A060076007,A060000076,1,2020-06-30 03:21:31,10605
0,A060078001,A060000078,1,2020-07-02 02:21:04,9590
0,A060078002,A060000078,0,2020-07-02 02:22:55,9590
0,A060078003,A060000078,1,2020-07-02 02:24:03,9590
0,A060078004,A060000078,1,2020-07-02 03:03:12,9590
0,A060078005,A060000078,1,2020-07-02 03:03:34,9590
0,A060078006,A060000078,1,2020-07-02 03:03:55,9590
0,A060078007,A060000078,1,2020-07-02 03:04:05,9590
0,A080046001,A080000046,0,2020-07-02 04:49:39,4803
0,A080046002,A080000046,0,2020-07-02 04:49:43,4803
0,A080046003,A080000046,1,2020-07-02 04:49:45,2849
0,A080046004,A080000046,0,2020-07-02 04:49:48,2852
0,A080046005,A080000046,0,2020-07-02 04:49:52,4793
0,A080046006,A080000046,0,2020-07-02 04:49:57,2853
0,A080046007,A080000046,1,2020-07-02 04:49:59,2852
0,A080046008,A080000046,1,2020-07-02 04:50:04,4803
0,A080048001,A080000048,0,2020-07-04 03:57:05,4804
0,A080048002,A080000048,0,2020-07-04 03:57:07,4804
0,A080048003,A080000048,0,2020-07-04 03:57:09,4804
0,A080048004,A080000048,0,2020-07-04 03:57:10,4804
0,A080048005,A080000048,1,2020-07-04 03:57:12,4804
0,A080048006,A080000048,1,2020-07-04 03:57:15,4804
0,A080048007,A080000048,0,2020-07-04 03:57:17,4804
0,A080048008,A080000048,1,2020-07-04 03:57:24,4804
0,A060085001,A060000085,1,2020-07-09 01:46:48,10403
0,A060085002,A060000085,1,2020-07-09 01:46:59,10403
0,A060085003,A060000085,1,2020-07-09 01:47:17,10403
0,A060085004,A060000085,1,2020-07-09 01:47:31,10403
0,A060085005,A060000085,1,2020-07-09 01:48:19,10403
0,A060085006,A060000085,1,2020-07-09 01:48:43,10403
0,A060085007,A060000085,1,2020-07-09 01:49:36,10403
0,A060087001,A060000087,0,2020-07-10 01:11:10,10405
0,A060087002,A060000087,1,2020-07-10 01:11:33,10405
0,A060087003,A060000087,1,2020-07-10 01:11:58,623
0,A060087004,A060000087,1,2020-07-10 01:15:47,623
0,A060087005,A060000087,0,2020-07-10 01:17:39,624
0,A060087006,A060000087,1,2020-07-10 01:18:05,623
0,A060087007,A060000087,1,2020-07-10 01:19:05,623
0,A060089001,A060000089,1,2020-07-14 02:11:44,626
0,A060089002,A060000089,1,2020-07-14 02:12:05,626
0,A060089003,A060000089,0,2020-07-14 02:12:53,626
0,A060089004,A060000089,0,2020-07-14 02:13:34,625
0,A060089005,A060000089,0,2020-07-14 02:14:52,625
0,A060089006,A060000089,0,2020-07-14 02:15:46,626
0,A060089007,A060000089,0,2020-07-14 02:17:07,626
0,A060091001,A060000091,1,2020-07-16 01:58:20,627
0,A060091002,A060000091,1,2020-07-16 01:58:47,627
0,A060091003,A060000091,1,2020-07-16 01:59:26,628
0,A060091004,A060000091,1,2020-07-16 02:00:33,627
0,A060091005,A060000091,1,2020-07-16 02:01:04,628
0,A060091006,A060000091,1,2020-07-16 02:01:45,627
0,A060091007,A060000091,1,2020-07-16 02:02:39,627
0,A060093001,A060000093,0,2020-07-22 01:53:28,10403
0,A060093002,A060000093,1,2020-07-22 01:53:41,10403
0,A060093003,A060000093,1,2020-07-22 01:54:11,10403
0,A060093004,A060000093,1,2020-07-22 01:54:43,10403
0,A060094001,A060000094,1,2020-07-24 04:07:08,10404
0,A060094002,A060000094,1,2020-07-24 04:07:20,10405
0,A060094003,A060000094,1,2020-07-24 04:08:25,10405
0,A060094004,A060000094,1,2020-07-24 04:08:39,623
0,A060094005,A060000094,0,2020-07-24 04:08:48,623
0,A060094006,A060000094,1,2020-07-24 04:08:59,623
0,A060094007,A060000094,1,2020-07-24 04:09:55,623
0,A060094008,A060000094,0,2020-07-24 04:11:55,624
0,A060094009,A060000094,1,2020-07-24 04:12:50,624
0,A060095001,A060000095,1,2020-07-28 02:51:44,626
0,A060095002,A060000095,0,2020-07-28 02:52:25,626
0,A060095003,A060000095,1,2020-07-28 02:52:51,626
0,A060095004,A060000095,1,2020-07-28 02:54:49,626
0,A060095005,A060000095,0,2020-07-28 02:56:56,626
0,A060096001,A060000096,1,2020-07-30 03:46:58,627
0,A060096002,A060000096,1,2020-07-30 03:47:25,627
0,A060096003,A060000096,1,2020-07-30 03:47:32,627
0,A060096004,A060000096,1,2020-07-30 03:48:50,627
0,A060096005,A060000096,0,2020-07-30 03:49:33,627
0,A060096006,A060000096,1,2020-07-30 03:49:54,628
0,A060096007,A060000096,0,2020-07-30 03:50:23,627
0,A060096008,A060000096,1,2020-07-30 03:51:56,628
0,A060096009,A060000096,0,2020-07-30 03:52:06,628
0,A080062001,A080000062,0,2020-08-19 00:52:24,4967
0,A080062002,A080000062,1,2020-08-19 00:55:57,4970
0,A080062004,A080000062,1,2020-08-19 00:56:13,4970
0,A080062003,A080000062,0,2020-08-19 00:56:14,4971
0,A080062006,A080000062,0,2020-08-19 00:56:25,4967
0,A080062005,A080000062,1,2020-08-19 00:56:29,4967
0,A080070001,A080000070,1,2020-08-25 23:24:12,4975
0,A080070002,A080000070,0,2020-08-25 23:25:24,8794
0,A080070003,A080000070,0,2020-08-25 23:25:26,4975
0,A080070004,A080000070,0,2020-08-25 23:25:29,4975
0,A080070005,A080000070,0,2020-08-25 23:25:32,4975
0,A080070006,A080000070,1,2020-08-25 23:25:34,4975
0,A080070007,A080000070,0,2020-08-25 23:25:36,8794
0,A080070008,A080000070,1,2020-08-25 23:25:40,2887
0,A080072001,A080000072,0,2020-08-26 22:09:41,4974
0,A080072002,A080000072,0,2020-08-26 22:10:00,4974
0,A080072003,A080000072,0,2020-08-26 22:10:03,4974
0,A080072004,A080000072,1,2020-08-26 22:10:05,4974
0,A080072005,A080000072,0,2020-08-26 22:10:07,4976
0,A080072006,A080000072,1,2020-08-26 22:10:08,4976
0,A080072007,A080000072,0,2020-08-26 22:10:10,4974
0,A080072008,A080000072,0,2020-08-26 22:10:12,2887
0,A080076001,A080000076,1,2020-08-27 22:26:30,4978
0,A080076002,A080000076,1,2020-08-27 22:26:47,4979
0,A080076003,A080000076,1,2020-08-27 22:28:20,2887
0,A080076004,A080000076,0,2020-08-27 22:28:22,4979
0,A080076005,A080000076,0,2020-08-27 22:28:24,2887
0,A080076006,A080000076,1,2020-08-27 22:28:26,2887
0,A080076007,A080000076,0,2020-08-27 22:28:28,4979
0,A080076008,A080000076,1,2020-08-27 22:28:29,4979
0,A080078001,A080000078,1,2020-08-29 00:25:29,3097
0,A080078002,A080000078,0,2020-08-29 00:25:32,3097
0,A080078003,A080000078,0,2020-08-29 00:25:36,23
0,A080078004,A080000078,0,2020-08-29 00:25:40,23
0,A080078005,A080000078,0,2020-08-29 00:26:05,23
0,A080078006,A080000078,0,2020-08-29 00:26:08,25
0,A080078007,A080000078,1,2020-08-29 00:26:11,3097
0,A080078008,A080000078,0,2020-08-29 00:26:11,23
